id,score,comments
uoajcp,19,1
uoadj5,1,0
uoac3w,332,38
uoabv9,1,0
uoaatc,46,2
uoa9pa,106,2
uoa1h7,46,3
uo9zzn,89,9
uo9z8c,1,1
uo9pxv,14,2
uo9oit,0,4
uo9ni5,24,2
uo9k2r,1,0
uo9g8i,64,55
uo9fjw,1,0
uo95kb,3564,147
uo92jq,72,8
uo8t7n,2,0
uo8s2c,35,8
uo8fpb,1,0
uo8aet,12,3
uo87mg,1,0
uo7wp8,22,1
uo7wcg,17,2
uo7von,18,6
uo7uq6,17,3
uo7ul7,1,1
uo7t6d,3,1
uo7so5,32,3
uo7rwq,1,0
uo7m0a,1,1
uo7kho,1,0
uo7ip6,4,1
uo7hzj,11,3
uo7aqf,26,6
uo78wh,6,1
uo78aa,5,2
uo7885,14,2
uo75dz,1139,21
uo6tud,8,4
uo6ocd,39,2
uo6nk7,38,6
uo6n4f,2,1
uo6l2b,188,9
uo6e37,2,0
uo6cl5,109,2
uo624h,21,3
uo5p70,17,2
uo5lkt,1,0
uo5b6w,1,20
uo5acl,10,1
uo4y8n,18,1
uo4y7p,59,1
uo4uej,1,0
uo4tux,17,1
uo4tcm,20,1
uo4skb,101,17
uo4iv4,123,7
uo42sx,15,3
uo4237,83,4
uo3ulk,199,13
uo3qhl,679,24
uo3okm,11,8
uo3od6,182,9
uo3kce,52,10
uo363g,79,6
uo2wac,5019,281
uo2uhi,63,5
uo2jpn,31,2
uo2f03,2,2
uo2di0,55,5
uo25we,181,10
uo1ll3,12627,193
uo1geh,26,3
uo1exz,26,10
uo1c2v,17,3
uo14g5,29,6
uo140u,60,6
uo126t,26,1
uo0w7a,1,0
uo0u9r,31,3
uo0o7r,4,1
uo0jzv,61,4
uo0h0f,34,8
uo0evn,32,6
uo07rt,1,0
unzods,82,7
unzgur,1,0
unze5y,1,1
unz9d6,100,6
unz7dm,24,2
unz6c6,169,17
unz1ww,43,7
unywb3,1,0
unypq3,2,10
unyohb,61,4
uny8qs,44,5
uny69u,214,5
uny457,9,4
unxpvh,1,1
unxm90,1,0
unxlls,7,2
unxkbc,1,2
unxk4v,16,1
unxi2o,63,2
unxhek,88,10
unxf9x,1,0
unx2xu,19,1
unwphp,59,1
unw8jz,0,1
unw7qq,2,0
unw2c1,6107,122
unvrbj,125,4
unvqlk,1,0
unvmzd,1,1
unvm8m,81,6
unvm6y,28,2
unvlsx,18,1
unvkd9,33,1
unvh36,1,0
unvcv9,1,0
unuzs8,1,1
unuy2p,28,7
unuu80,73,4
unutu9,1,0
unusxe,28,4
unur0w,1,0
unu97c,42,2
unu2lf,29,4
untvou,14,2
untubb,21,5
unsq0a,51,4
unsna7,1,1
unsgdi,1,0
uns6uc,56,7
uns496,1,5
uns10q,1,0
unrvmm,1,0
unrpvw,1,1
unrncg,51,8
unrenu,82,6
unrd5j,4,2
unr6o8,80,6
unr2ko,24,2
unr1ma,75,9
unr0tw,65,4
unqzz3,33,3
unqzi3,21,2
unqwor,36,6
unqsbk,30,4
unqrk9,470,9
unqnm1,175,6
unqmhw,13,11
unqmbt,1,0
unqj7y,25,13
unqhhz,1,1
unqcy2,55,11
unqbl2,1,1
unqanb,16,6
unqab4,1,0
unq6j2,22,4
unq06w,1,1
unpzjb,44,1
unpu6g,35,2
unptbq,7,1
unpt80,13,5
unpseg,6,1
unpreb,78,12
unpkcb,20,4
unp7a4,216,19
unp6k3,16,3
unp4go,1,0
unp29m,1,0
unowlp,34,3
unotqa,30,4
unoo8o,1,0
unomdb,42,2
unom2e,20,4
unokh5,12,8
uno7ip,393,32
uno4zc,9546,104
unnzj6,245,14
unnxzt,49,1
unnxwm,1,0
unnxcn,43,3
unnw81,15,3
unnu9q,1,0
unnjf4,20,2
unnix6,24,4
unngtc,6,4
unnet2,3,16
unnd9z,0,13
unn633,102,9
unn5hx,13,7
unn1hv,159,14
unn08w,1,0
unmy1r,1,0
unmwtb,45,3
unmnr5,31,5
unmnne,79,10
unmat4,58,1
unm991,59,3
unm7q3,31,1
unm6g4,100,3
unm0m0,14,5
unm04p,76,9
unlu72,1467,78
unlqmr,12,3
unlor7,55,3
unlnw1,1,1
unljsz,14,8
unl7nv,561,108
unl4go,491,17
unkz2x,43,1
unkxuo,37,1
unkoa2,90,13
unkkvh,37,2
unkexu,231,7
unkexi,57,3
unk7b1,10,1
unk3uy,206,12
unk38d,1,0
unk0kc,1,0
unjgrt,1,0
unj7l6,14,2
unj6lv,1,1
unixt0,5,1
uniwg4,11,6
uniob0,29,2
unimid,10,2
unimg6,75,18
unilr1,1,1
unih5i,21,4
unigib,31,2
unid8t,42,81
uniapy,220,17
uni5le,1,0
uni49v,44,4
uni16n,24,1
unhs8o,5713,114
unhpsj,104,7
unhmvc,1,0
unhkgb,1,1
unhj8k,1,1
unhh86,17,9
unhffd,13,2
unhdxh,22,1
unh7zj,16,2
unh7yg,28,3
unh7d6,23,8
unh3e3,127,6
ungxrv,2,0
ungmh1,27,2
unghto,20,2
unggg3,1,1
ung5b2,27,6
ung4y8,2,9
ung3ss,15,1
ung289,75,4
ung1l2,8,2
unfzo9,748,99
unfj0v,16,3
unfizw,166,9
unfh3q,10,1
unf9tv,49,3
unf4i9,51,5
unf442,5,3
unf30r,32,2
unezg9,8,1
unesce,39,5
uneq2o,18,3
uneeo3,161,8
unectr,113,9
undvlm,8,2
undng9,8,2
undd1m,4,2
und6tj,1304,26
und2fr,38,1
uncttg,86,7
uncq5w,95,6
uncq0r,41,3
uncpzx,96,1
uncj0r,6,2
uncf0x,132,14
unc8w8,208,27
unc0f0,1209,31
unbty8,35,5
unbpxk,0,0
unbbn8,6671,236
unazto,42,3
una2h1,41,3
un9xw2,34,5
un9qy6,34,8
un9obd,1,0
un9jcf,21,3
un9j8q,386,14
un8znl,1,0
un8vup,994,31
un8uaf,40,1
un8nnq,766,31
un8mwj,30,4
un8caj,2,1
un8aya,9,3
un85uf,1,0
un7h6c,46,3
un79ss,49,2
un79a2,271,12
un78hc,1,0
un770e,4,7
un6vhq,40,16
un6r3y,34,5
un6qex,1,2
un6nc0,54,6
un6mbv,190,23
un65y9,87,7
un5ryn,33,3
un5b2c,1,0
un57nf,27,4
un4zu6,7,3
un4pi5,31,7
un4fn8,21,1
un3zw3,65,4
un3zk7,19,2
un3sh8,1,0
un3j9r,48,5
un37yx,13,8
un34yx,1,0
un2u59,1,1
un2tam,37,5
un2s6e,1,0
un2k39,9,6
un2fo4,1,0
un2eyd,43,10
un2exs,4,3
un24ur,7,7
un23q0,7,6
un16rw,1,0
un14rr,50,6
un0t2t,1,0
un0svx,1,1
un0q31,12,13
un0ov9,1,0
un0okd,1,0
un0nib,22,2
un0e9d,38,2
un0ck1,1,0
un037m,43,8
umzpv7,55,7
umznp2,1,0
umzlf9,30,1
umzj1q,25,2
umzgqb,90,4
umzd5g,24,8
umz9x5,15,2
umz7tj,53,6
umz5el,853,15
umz4ca,14,2
umyzvu,8,2
umyvrm,50,2
umyuh7,113,10
umytc8,52,6
umyt8o,43,7
umys9l,74,7
umyqrc,17,2
umyk1o,50,6
umyjhn,20,4
umyh3y,41,2
umyfok,23,2
umyeof,1,0
umyels,49,3
umyckt,19,1
umy7nj,3,1
umy6ag,16,1
umy385,30934,380
umy1l0,26,7
umxxh6,44,5
umxuso,23,5
umxukh,154,6
umxqxi,40,6
umxpdf,12,1
umxjmn,153,6
umxhvg,34,3
umxgl8,40,2
umxfex,0,36
umxee5,1,1
umxckb,27,1
umxawm,82,5
umx8z0,2,0
umx5oq,1,1
umx3xc,59,4
umx26o,1,0
umx185,14,4
umx050,19,4
umwrn6,54,1
umwqzh,11,4
umwj5o,12,3
umwhpm,1,1
umwgh3,4247,339
umwb8x,57,3
umw8hf,310,21
umw7e2,43,12
umw3lh,1,0
umw10z,35,2
umvut3,23,3
umvq04,1,1
umvbfm,22,2
umvapz,1,0
umv4ya,39,2
umv2f7,260,12
umuy00,1,0
umuu9c,1,0
umu9yu,226,30
umtzg9,21,6
umtyj5,1,0
umtw8g,30,6
umtvot,8,1
umtpy0,261,10
umtm2n,27,7
umtirj,1,0
umtiks,28,4
umti0q,60,3
umsqlj,910,60
umsqeu,35,3
umsq3m,220,12
umspvm,24,2
umsjrz,6,2
umsesl,1,0
umsafc,1,0
umrtxe,14,10
umrm05,8,7
umrkeo,24,6
umrif0,42,5
umrhr6,0,3
umrbaw,27,1
umr58n,31,8
umr4g3,1,1
umqy18,1,0
umqt2f,1,0
umqroa,43,2
umqq8p,2,1
umqo57,9,1
umqmx0,30,5
umqm6a,1,0
umqm21,9,1
umqisr,10,5
umqdfc,979,69
umqd8d,20,3
umq89y,40,15
umq86g,30,2
umq7nk,8,1
umq4mf,2,2
umq3hw,0,19
umpsk2,63,8
umpqv5,74,8
umpq64,0,3
umpks5,4,6
umpj5j,5,1
umpdm6,1,0
umpba7,1,0
ump9xb,3,1
ump9r6,3,3
ump7z6,12,1
ump67r,1,2
ump47u,1,1
ump3jx,36,4
ump1aj,1,1
umoobb,1,1
umomx3,19,2
umoms4,1,0
umoh9u,33,6
umof2y,1,2
umoebs,1,0
umo3oq,17,2
umo00s,1,9
umnj61,1,0
umnf7e,8,3
umn938,49,18
umn3pz,11,3
umn0j2,33,3
ummpbk,65,8
ummknd,55,6
ummigo,3,1
ummfqo,1,0
ummekv,29,3
ummaz7,24,1
umm9ch,295,15
umm80t,38,3
umm5sf,71,5
umm5n3,47,8
umm3rk,43,3
umm0hz,18,2
umlvzm,10,2
umluvl,1,0
umls0j,26,1
umloqy,4,5
umlny3,9,1
umllnt,104,5
umlgo5,1,0
uml7ed,3,1
uml44s,41,9
umky8e,237,12
umku8g,3,2
umkp1k,1,1
umkmu3,1,1
umklzd,1,0
umkdr6,166,19
umk81l,82,4
umjyjp,25,15
umjw4a,1,1
umjsy8,1,2
umjmir,68,13
umj9rz,7,1
umj9fl,8,2
umj4mb,44,4
umj4ju,11,1
umixur,1,0
umirra,4067,68
umir6d,0,6
umip02,24,3
umii2x,19,4
umibor,48,4
umibca,1,0
umi58u,0,7
umi4qd,29,4
umi3wc,30,7
umi2n0,7,3
umhygs,298,17
umhpa9,13042,231
umhn1a,2,4
umhlb6,9,1
umhjqt,0,8
umhfow,1,0
umhevd,3,2
umh3hz,59,5
umh26s,18,3
umgqka,1,1
umgij6,25,1
umgfnh,3,1
umgcat,46,5
umgbjg,54,12
umg3xh,64,6
umfwla,1,1
umfwa5,15,15
umfvw6,11,1
umfdmh,1,0
umf12u,1,0
umevsa,11,8
umer2j,23,1
umepoy,62,2
umep1x,1,1
umeom7,41,6
umemmz,1,0
umelqq,1,0
umeho9,96,7
umehcy,62,3
umefzp,39,3
umefq9,1,0
umeefj,4,1
ume1vp,1,0
umdt01,164,14
umdju7,2,0
umdi5v,17,4
umdhfg,3,3
umde6n,24,1
umd7me,13,3
umcfw8,21,5
umc6xs,31,1
umc4yf,677,5
umc4a8,94,13
umbq1s,24,0
umb22k,80,10
umax2p,1,0
umaqfm,29,5
umaaeq,21,2
uma4je,22,2
uma3bg,36,7
uma1pd,274,16
um9uqm,19,5
um9rfj,110,4
um9gnw,18,1
um9fcs,24,9
um9an4,1,0
um99v5,114,6
um95jg,1,0
um9360,72,3
um92t4,1,0
um92c0,20,2
um8x6x,56,1
um8pyt,35,6
um86t2,63,6
um84mh,60,0
um7x1k,205,12
um7u9l,95,1
um7pem,49,2
um7ngk,28,2
um7n2d,24,45
um7mc1,36,9
um7lc2,12,0
um7jp7,1,0
um7ixh,62,0
um7fjv,1,0
um7d1d,1,0
um7bge,66,11
um79ma,1,0
um73hn,56,6
um737s,91,7
um6zx7,71,5
um6wcq,1,0
um6p02,8,0
um6nlk,45,3
um6mqd,7,0
um6llz,37,4
um6l18,91,3
um6j2k,24,2
um6gkx,20,3
um6fla,12,0
um6dir,1,0
um6d8z,33,0
um69u3,29,2
um68pk,21,1
um66my,430,69
um65rs,1,1
um62kt,6009,78
um6207,43,3
um61gp,152,8
um5s66,6,2
um5riy,34,3
um5oj2,43,3
um5nc9,229,35
um5kph,7,0
um5d8z,0,7
um59o7,25,2
um57x8,7,0
um57k0,37,5
um566a,1,0
um52tp,29,0
um4y7s,29,0
um4xpq,39,0
um4uce,10,0
um4q0q,79,8
um4na3,1,0
um4mo9,10,0
um4k65,34,0
um4glq,25,0
um4g1m,64,1
um4f9p,204,17
um4cqr,8,2
um4c5c,20,0
um4bem,1,0
um47dc,21,0
um471z,1,0
um467n,66,1
um431i,65,0
um425n,1,0
um40yk,4,0
um3zit,182,8
um3npt,26,7
um3nkw,26,1
um3jzm,24,9
um3j2g,13,1
um3j10,25,5
um3bw3,92,6
um3b0t,1,1
um396g,29,3
um395h,24,1
um37le,38,1
um36fq,1,0
um35en,84,2
um2x80,1,0
um2w0e,50,1
um2oqn,138,10
um2jjz,24,1
um29t5,10,0
um29p2,66,3
um26x3,18,1
um26f7,22,4
um24fz,245,13
um21ww,47,1
um1ugc,289,8
um1sph,31,0
um1re5,37,2
um1pjg,13,5
um1l7x,1,0
um1egc,40,8
um1b94,126,10
um1a7a,1,0
um19op,332,13
um16jy,55,0
um14ay,49,2
um0xn8,41,3
um0vls,1047,22
um0vba,30,4
um0thp,4,2
um0c4m,12,0
um02oe,15,3
ulzw49,4,2
ulzv41,55,3
ulzsjd,12,1
ulzpv6,8,0
ulznr8,30,5
ulzm4y,13,0
ulziwg,6,1
ulziwd,30,2
ulzdnp,68,2
ulzcor,22,0
ulzcoo,14,1
ulz67o,10,0
ulz62n,37,0
ulz0rt,59,4
ulyzw3,10,0
ulyxqp,1,1
ulysu7,10796,77
ulyqrn,16,0
ulyol4,5,3
ulym2t,1,0
ulyelq,8,5
ulya70,1,1
uly2e8,29,1
uly0jv,58,8
ulxt27,71,5
ulxngl,13,0
ulxngk,233,9
ulxjmo,15,0
ulxixm,17,10
ulxi1j,1,1
ulxhje,1,0
ulxf6t,58,4
ulxd83,162,16
ulxaw3,83,13
ulxanl,53,7
ulx9uc,10,0
ulx8sc,13,1
ulx7i9,11,0
ulx704,15,0
ulx5oh,1,1
ulwvrh,31,9
ulwu3b,1,1
ulwt3h,2,0
ulwrau,1,0
ulw9un,1,0
ulw5q6,12,1
ulw275,3,2
ulw0jy,44,3
ulvvc2,40,12
ulvsy8,32,6
ulvrrq,15,2
ulvqkd,1,1
ulvm5v,86,14
ulvj15,278,7
ulvec8,12,1
ulvaz2,51,5
ulvar7,1,0
ulv79u,18,2
uluzfn,1,0
uluo2c,44,3
ulubgp,1,0
uluaaz,129,5
ulu8hk,9,2
ulu5uo,8,0
ulu539,30,5
ulu4wx,46,2
ulu1kw,20,3
ulu0dp,5694,69
ulu00w,32,3
ultqhd,2,0
ultprs,72,13
ultp3a,85,2
ultnat,63,0
ultilk,291,17
ultho6,1,1
ulthno,117,5
ulteea,3,1
ult68p,4,4
ult2qe,63,4
ulsolr,18,9
ulsm74,3,0
ulskrf,758,23
ulsj2g,1,1
ulsb9t,25,5
uls59z,11,3
ulryrr,90,7
ulru1f,27,2
ulrrpg,5,0
ulrp7a,34,3
ulrkhu,1,0
ulrizb,2,0
ulritl,94,4
ulrg34,90,10
ulrfta,200,15
ulr5i3,7,2
ulr4ai,1,0
ulqln2,5,2
ulq9kf,9,2
ulq3xi,23,0
ulpts0,1,0
ulpqc3,40,0
ulpq9b,6,2
ulpp9a,1,0
ulpng2,118,7
ulpmq7,0,0
ulpmju,1,0
ulplcg,1,0
ulpjw7,1,0
ulpaao,1,1
ulp9w3,64,0
ulp7go,16,13
ulp4uv,9,7
uloy47,21,2
ulongu,4037,54
ulonap,37,0
ulon68,57,2
ulolse,1,0
ulobw2,33,1
uloal6,14,0
ulo481,5,2
ulo1hv,14,1
ulnte4,1,0
ulnjr4,94,59
ulniym,1,12
ulniqn,1,1
ulnb74,23,3
ulnah1,1,1
uln44q,28,0
ulmt2u,4,5
